"#AUTHID","STATUS","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY"
"502db2fcfe26705ae16a46c5cb2ad2e5","hmmm ash is cooking dinner tonight but the question is when??? lol",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",11/17/09 08:14 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","so so confused!!! cant wait till the girls get here :)",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",11/23/09 11:25 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","Many that live deserve death. And some that die deserve life. Can you give it to them? Then do not be too eager to deal out death in judgement. For even the very wise cannot see all ends.\94 Tolkein (lord of the rings)",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",11/15/09 02:10 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","had CLOGS for tea was soooo goood! now havin a beer :)",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",12/22/09 08:54 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","had a really great day at nan howarth's with the whole family yesterday :) now off to nanna and poppi khoo's today YAY :)",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",12/20/09 10:07 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","rockin out to paramore===",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",11/23/09 10:20 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","is hell tired so im heading to bed! nite all xo peace",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",11/07/09 01:32 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","ash is a freakkkkkkk!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",08/04/09 11:19 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","shots of petrone!!!! da da daa da da da daaa da shot shot shot shots",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",12/12/09 01:21 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","waitin for wato's 2 get here!!! she is takin her sweet time! lol",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",07/29/09 08:08 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","Getting my tattoo drawn up today! so excited, mite get a peircing while im out and about!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",08/16/09 05:37 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","listening to Alicia Keys new album....so far i like:) its AWESOME!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",12/17/09 07:18 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","i karate chopped a homeless guy at the dinner table because im a ninja!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",01/14/10 12:59 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","thinks karma is an amazing thing!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",01/15/10 07:43 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","BLAAHHHHh what a crappy morning!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",01/24/10 12:08 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","Never pretend to a love which you do not actually feel, for love is not ours to command.",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",01/15/10 12:20 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","made my first batch of peppermint foot scrub and it works wonders!!! love it!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",01/22/10 04:49 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","is having pepper steak with baby honey carrots, steamed zuccini, brocolini, eggplant and baby potato's with red wine gravy soooo gooood!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",08/28/09 06:51 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","having a beer and listening to tunes still pretty bored hey",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",01/08/10 01:08 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","\BA\A4\F8\B8\84\F8\A4Keep the Australia Day Wave Going\BA\B0\A8\A8\B0\BA\A4\F8 \B8\84\F8\A4\BA\B0\A8\A8\B0\BA\A4\F8 \B8\84 \BA\A4\F8\B8\84\F8\A4Keep the Australia Day Wave Going\BA\B0\A8\A8\B0\BA\A4\F8 \B8\84\F8\A4\BA\B0\A8\A8\B0\BA\A4\F8 \B8\84 \BA\A4\F8\B8\84\F8\A4Keep the Australia Day Wave Going\BA\B0\A8\A8\B0\BA\A4\F8 \B8\84\F8\A4\BA\B0\A8\A8\B0\BA\A4\F8 \B8\84Pass It On \BA\A4\F8",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",01/25/10 12:33 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","loving my new book!!! i recomend ""The house of night"" series to everyone!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",01/21/10 02:57 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","9 inches :(",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/03/10 05:52 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","Go to urbandictionary.com, type in your first name, copy and paste this as your status, and put the first entry for your name under your status",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/04/10 02:23 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","misses the the sound of the wind's voice and the whispering of the tree's",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/08/10 01:32 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","The key to realizing a dream is to focus not on success but significance - and then even the small steps and little victories along your path will take on greater meaning.",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/08/10 08:40 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","is bloody tired!!! taking *PROPNAME* to the beach tomorrow :) i even brought her a bucket with spades lol",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",09/27/09 12:38 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","just stay true to you!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/07/10 12:07 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","just got back from the market and YES once again i brought candles!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/10/10 08:19 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","off to wedderburn today going to celebrate halloween for the weekend YAY!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",10/28/09 06:01 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","How many really know what love is? Millions never will Do you know until you lose it That it's everything that we are looking for When I wake up in the morning You're beside me I'm so thankful that I found Everything that I been looking for",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",10/03/09 05:39 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","just finished my house duties now going to have a cuppa and chill back with my little girl",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",10/23/09 03:47 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","cheers to the freakin weekend!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/17/11 11:16 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","If I wear makeup, I'm fake. If I like to get dressed up, I'm a Tart. If I say what i think, I'm a bitch. If I cry sometimes, I'm a drama queen. If I have guy friends, I'm a slut. If I stand up for myself, I'm mouthy. Seems like you can't do anything now a days without being labeled.. So what, go ahead and label me, see if i give a shit. Repost this if your proud of who you are! x x",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/18/11 08:33 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","i couldnt ask for a better support system",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/19/11 10:02 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","off to work i go!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/20/11 03:40 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","me myself and i!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/20/11 03:46 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","wants to move to Daylesford!!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/02/10 12:47 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","heading home in a minute then off to look at bikes for bee's birthday in the morning!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/20/11 10:10 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","in times that are tough you really learn something new about yoursrlf, your life, the path your taking and the people around you. im happy for this and my life is great at this very moment i dont want it to change anything.  this is a new chapter!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/20/11 05:58 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","i came to win to fight to conquor to thrive, i came to win to survive to prosper i came to FLY",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/21/11 12:34 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","regret letoya feat ludacris perfect song",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/22/11 01:31 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","*PROPNAME* doo-wops & hooligans <3",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/22/11 04:49 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","off to do some hardcore shoppimg for bee's",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/23/11 03:12 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","had a good day out, met family from mauritius i didnt know i had, brought amber nearly an entire new wardrobe, bike and other goodies!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/23/11 06:03 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","Meditation time!!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/23/11 08:04 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","off to mansfield again!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/25/11 01:21 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","is off to read my book",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/16/10 10:33 PM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","is beyond caring i came back here to be happy and live the way i want to live.... my life is in my own hands you cant determine whats gonna make me happy and at peace only i can do that! i dont need anyone as long as i believe in myself!!!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/25/11 11:56 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","pineapple",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/26/11 03:10 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","going out for dinner tonight at the Deck mansfield cannot wait!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/26/11 05:23 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","is cooking home made chilli, lime and corriander burgers yummm feel like a beer and some poker just no-one to play it with :(",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",11/05/09 03:55 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","off to work soon so cbf!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/27/11 03:12 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"502db2fcfe26705ae16a46c5cb2ad2e5","so tired cant wait to get home to see my baby girl!",3.20,3.30,4.55,3.20,4.45,"n","y","y","n","y",02/27/11 09:59 AM,188,16902.2,97.19,0.02,17179,0.49,0.05
"aec40862b2a12be50b4d04347985b54d","I was never a huge Michael Jackson fan, but for some reason I can't stop thinking about how sad I am that he passed away...  I can't believe it.",4.50,4.25,3.00,3.00,4.00,"y","y","n","n","y",06/26/09 01:45 PM,822,325950,96.83,0.01,333695,0.5,0.07
"aec40862b2a12be50b4d04347985b54d","mad river & uncle Fatty's tnite, Rockit tmrw, Spain next week!!!! :D",4.50,4.25,3.00,3.00,4.00,"y","y","n","n","y",09/18/09 01:29 PM,822,325950,96.83,0.01,333695,0.5,0.07
"aec40862b2a12be50b4d04347985b54d","The world seems a lot different without one of your closest friends... unbelievable!  He was awesome.",4.50,4.25,3.00,3.00,4.00,"y","y","n","n","y",01/20/10 01:42 PM,822,325950,96.83,0.01,333695,0.5,0.07
"e557fd2902b857797cb8cec471f201a5","is up and down in the WSOP cash games... and he just finished reading Brave New World by *PROPNAME* & Death by Black Hole by *PROPNAME*.  Both books were good.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",06/27/09 03:51 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is playing the main event today, day 1B",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",07/04/09 06:04 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","Out of the Main Event... my 11k didn't make it far into Day 2.  I've been playing cash games non-stop for the last two days though.  Probably going to play again today... Now that I'm out, planning to come to *PROPNAME*'s wedding",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",07/09/09 11:28 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","read *PROPNAME*'s ""Check Raising the Devil"" in one sitting and enjoyed it.  An honest look into his life, and glimpse into the sometimes fun and sometimes dark side of vegas & gambling.  Also watching ""The Universe"" DVD set still... it's amazing.  If you lik",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",07/22/09 09:21 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","has left the country.  Enough poker at the WSOP, time to travel around a bit!",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",07/18/09 12:37 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is back in vegas, ready to win the main event! ... not really b//c i'm never going to win a tournament.  hopefully I can take down a few $$$ anyways =)",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",06/24/09 12:50 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","has started doing Hot Yoga, and really enjoys it.  I think I'll make it a habit!",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",08/03/09 09:40 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","back from vid's wedding.. it was a blast!  Congratulations to them both.  I am ready for some more high stakes gambling in Las Vegas.  One time!",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",07/12/09 09:12 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is leaving Manila in a few hours for Nice, France...",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",08/15/09 11:42 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is a little sick of poker... been playing Fallout 3 a lot last few days instead of poker all day... =)",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",07/02/09 05:45 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is chillin in Boracay at the Shangri-La.  This place is beautiful!  I just got out of farm country in the Philippines, and got massacred by mosquitoes.  Need a few days of sun and relaxation to recover.  =)",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",08/11/09 04:28 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is playing the FTOPS main event in his hotel in Nice... trying to stay patient tho i'm tired from a day of travelling and just want to sleep.  Tomorrow I go for a week on a yacht... more R&R + fun people + a whole lotta gambling... sounds like a slice of heaven.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",08/17/09 01:00 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is posting this from 30,000 feet above the surface of the earth, somewhere over nebraska in an airplane.  Wow, what an amazing world we live in!",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",09/03/09 11:57 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","wow... so many cool stories... boats r fun I'm now in Cannes for the tournament coming up in a couple days.  ... getting a little homesick, been gone almost 2 months",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",08/28/09 02:32 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","did full-fledged bikram for the first time (a 90-minute class as opposed to the 60 minute classes i had already done)... and it was hard!  Damn, I feel great now though =)",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",08/04/09 12:30 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is thinking maybe he needs to go visit peeps at some point in Cali now that he's single and has no excuse not to.  Holla San Francisco & San Diego =)   ... Just gonna add that to my ToDo List here... get around to that at some point... (wow im hopeless)",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",10/10/09 02:29 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","has a big bet on the WSOP final table... I bet on *PROPNAME* to win vs *PROPNAME* to win against *PROPNAME*.  Any other winners is a tie. I figure *PROPNAME* is about 3:1 & *PROPNAME* is about 7.5:1 I loooove my bet right now (no odds!)  I wanted to book more action last night vs *PROPNAME* when I saw him at the Bellagio, but he doesn't like his side anymore.  Ship the EV kidd!!!!!",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",11/05/09 08:44 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","feels like doing things is hard.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",10/02/09 04:38 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","wow - i just played COD4MW2 all night with 3 buddies... I felt like I was back in college",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",11/17/09 12:33 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","thanks to my mom for an amazing feast... I just crashed out afterwards and caught up on 15 hours of sleep.  Now I'm up early in Poway and ready to go!  Who's out there???",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",11/27/09 04:35 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","15k at bellagio today... off to the races",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",10/21/09 08:27 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","just went paintballing in SD... always a great time!  The bruises go away after a few days, but the memories of capping your friends last a lifetime.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",11/30/09 01:11 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","Thanks to the beauty of anythingyouwantdelivery.com ... I have CallOfDuty4MW2 on the way right to my place right now, for just a small delivery charge (along with some Chipotle)... I've been hearing amazing things about it (best fps since Counterstrike)... and I might have to do a little gaming",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",11/16/09 12:51 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","what a night last night... my liver took one for the team",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",12/09/09 12:21 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is on a mission in the gym.  My body is changing daily, and I feel and think better then I have in a while.  Exercise: the only healthy drug!",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",12/04/09 03:18 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is currently reading Fooled by Randomness... Today I put my book down in the midst of a reverie at my airplane window and felt as if my brain were a  bad sieve, realizing that I was bound to forget most of the wonderful things I was reading... If only I could remember everything useful that I've learned and forgotten.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",12/28/09 03:26 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","does not know anything about the destruction of any RVs outside of Las Vegas in the desert.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",12/26/09 08:06 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","current favorite song: Chainside - I Would Die For You (Club Mix)",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",12/11/09 02:20 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","back in San Diego for xmas",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",12/22/09 09:51 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is a relatively short stack going in to day 3 of the Bellagio 15k tourney... about to leave to go play now.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",12/16/09 07:44 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","finished Fooled by Randomness... it's an excellent book that I would recommend to anyone.  I'm now 80 pages into Chaos by *PROPNAME* and am enjoying it.  Go reading!",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/11/10 10:28 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","thinks Backgammon is fun!!",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/15/10 12:19 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is up a little too early in the morning (9:30AM)... and doesn't know what to do with himself.  I think I'm going to get some quality reading time with Chaos (*PROPNAME*)... btw there is a scale for the quality of your reading (how focused//distracted//tired, etc...), and right now i think my reading will be pretty solid",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/18/10 12:34 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is stoked bc a big grocery store, a nice gym, and a pinkberry (best after workout carbs ever..) are all within 1 block of my penthouse in Ipanema.  Not to mention the beach is a few blocks away.  I am about to go to all those places and then the beach... I'm in heaven",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/17/10 05:25 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","What a beautiful life... my family, my friends... amazing. If I could have one ""genie in the bottle"" wish, not including any kind of life extension, I think I would take perfect knowledge.  i.e., complete knowledge of everything already known and possibly knowable to the human mind (excluding future events)",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/26/10 01:48 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","taking care of last minute business... because tomorrow I'm going to Brazil =)",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/07/10 11:02 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","missed my connecting flight from atlanta to rio last night, i now have to spend 24 hours in atlanta to catch the same flight later today.  it's under freezing here, and i have no long-sleeve tops and a single pair of jeans.  Hello hotel room!  Time for movies!  I think I might be coming down with a cold too... wow, I hope it's a quick one that just goes away.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/09/10 07:24 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","is finally in Brazil after 2 whole days of travelling",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/10/10 10:45 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","just rolled out of bed, not sure what the plan for the day is yet.  but who really cares?  i'm just happy to be going along for the ride",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/19/10 05:11 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","wow I enjoy watching good movies... just watched ""House of Sand & Fog"", an older movie... excellent.  Emotionally very powerful. And Avatar in 3d on IMAX like a week ago, also excellent but for many different reasons. It is fine with me for a movie to excite your imagination instead of your emotions.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/05/10 01:16 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","back in Vegas... time to make Victory Poker a reality",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/25/10 12:38 AM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","I think I just spent about 45 hours in the last week playing a video game.  Mass Effect 2 was awesome, but I am glad to have my life back.  Still hitting the gym hard.",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",02/13/10 01:51 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","wow, I got d-r-u-n-k last night... hangover in full effect.  mike gets in today, and I think we are all going to the lake.  I might actually get a little sun... don't worry I'll have sunscreen =)",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",10/18/09 07:19 PM,689,233003,98.59,0.01,235127,0.5,0.03
"e557fd2902b857797cb8cec471f201a5","wow... mass effect 2 just arrived.  //life",2.95,1.50,3.00,3.40,4.30,"n","n","n","n","y",01/29/10 09:39 AM,689,233003,98.59,0.01,235127,0.5,0.03
